"en","vernacularName","vernacularAlternate","key","internalName","showKeyboard","useKeyboard","notes","Spanish","write-in","es","✓","Portuguese","write-in","pt","✓","French","write-in","fr","✓","Hebrew","write-in","he","✓","Arabic","write-in","ar","✓","Hindi","write-in","hi","✓","Bengali","write-in","bn","✓","Oriya","write-in","or","✓","as","✓","Indonesian","write-in","id","✓","Russian","write-in","ru","✓","Mandarin Chinese (simplified)","write-in","zh","✓","Hausa","write-in","ha","✓","Swahili","write-in","sw","✓","Amharic","write-in","am","✓","Thai","write-in","th","✓","Malay","write-in","ms","✓","Filipino","write-in","fil","✓","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pohnpeian","Pohnpei","","pon","","","","","pohnpeiano","","pohnpeiano","FALSE","Pohnpeian","Ponapean","Ponapean","TRUE","Pohnpéien","","Pohnpéien","FALSE","הפוהנפיית","","הפוהנפיית","FALSE","Pohnpeian","","Pohnpeian","FALSE","पोह्नपिएन","","पोह्नपिएन","FALSE","পোহ্নপেইয়ান","পোহনপিয়ান","পোহনপিয়ান","TRUE","Pohnpeian","","Pohnpeian","FALSE","","FALSE","Pohnpeian","Bahasa Pohnpeian","Bahasa Pohnpeian","TRUE","Pohnpeian","понпейский","понпейский","TRUE","Pohnpeian","","Pohnpeian","FALSE","Pohnpeian","","Pohnpeian","FALSE","Pohnpeian","Pohnpeian","Pohnpeian","TRUE","Pohnpeian","","Pohnpeian","FALSE","คนโง่","","คนโง่","FALSE","Pohnpeian.","Bahasa Pohnpei","Bahasa Pohnpei","TRUE","Pohnpeian.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Polish","polski","","pol","","","","","polaco","","polaco","FALSE","polonês","Polaco","Polaco","TRUE","polonais","","polonais","FALSE","פולני","","פולני","FALSE","تلميع","","تلميع","FALSE","पोलिश","","पोलिश","FALSE","পোলিশ","পোলিশ","পোলিশ","TRUE","େପାଲାଣ୍ଡର ଅଧିବାସୀ","","େପାଲାଣ୍ଡର ଅଧିବାସୀ","FALSE","","FALSE","Polandia","Bahasa Polandia","Bahasa Polandia","TRUE","полировать","польский","польский","TRUE","抛光","","抛光","FALSE","Yaren mutanen Poland","","Yaren mutanen Poland","FALSE","polish","Kipolishi","Kipolishi","TRUE","ፖሊሽ","","ፖሊሽ","FALSE","ขัด","","ขัด","FALSE","Menggilap","Bahasa Poland","Bahasa Poland","TRUE","Polish","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Portuguese","português","","pt","Keyboard_portuguese","true","","","portugués","portugués","portugués","TRUE","Português","Português","Português","TRUE","Portugais","Portugais","Portugais","TRUE","פורטוגזי","פורטוגזית","פורטוגזית","TRUE","البرتغالية","البرتغالية","البرتغالية","FALSE","पुर्तगाली","","पुर्तगाली","FALSE","পর্তুগীজ","পর্তুগীজ","পর্তুগীজ","TRUE","ପର୍ତ୍ତୁଗ୍ରୀଜ୍","","ପର୍ତ୍ତୁଗ୍ରୀଜ୍","FALSE","","FALSE","Portugis","Bahasa Portugis","Bahasa Portugis","TRUE","португальский","","португальский","TRUE","葡萄牙语","","葡萄牙语","FALSE","Portuguese","","Portuguese","FALSE","Ureno","Kireno","Kireno","TRUE","ፖርቹጋልኛ","ፖርቹጋልኛ","ፖርቹጋልኛ","TRUE","ชาวโปรตุเกส","","ชาวโปรตุเกส","FALSE","Portugis","Bahasa Portugis","Bahasa Portugis","TRUE","Portuges","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulaar","Pulaar","","fuc","","","","","pulaar","","pulaar","FALSE","pulaar","Pulaar","Pulaar","TRUE","pulaar","","pulaar","FALSE","Pulaar","","Pulaar","FALSE","البولار","","البولار","FALSE","Pulaar","","Pulaar","FALSE","Pulaar,","পুলার","পুলার","TRUE","Pulaar","","Pulaar","FALSE","","FALSE","Pulaar","Bahasa Pulaar","Bahasa Pulaar","TRUE","пулар","пулаар","пулаар","TRUE","波尔","","波尔","FALSE","Pulaar","","Pulaar","FALSE","Pulaar","Pulaar","Pulaar","TRUE","Pulaar","","Pulaar","FALSE","พาล","","พาล","FALSE","Pulaar","Bahasa Pulaar","Bahasa Pulaar","TRUE","Pulaar","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pular","Pular","","fuf","","","","","Pular","","Pular","FALSE","Pular","Pular","Pular","TRUE","pular","","pular","FALSE","Pular","","Pular","FALSE","البولار","","البولار","FALSE","Pular","","Pular","FALSE","Pular","পিউলার ","পিউলার ","TRUE","Pular","","Pular","FALSE","","FALSE","pular","Bahasa Pular","Bahasa Pular","TRUE","Pular","пулар","пулар","TRUE","Pular","","Pular","FALSE","Pular","","Pular","FALSE","Pular","Pular","Pular","TRUE","Pular","","Pular","FALSE","บั้ง","","บั้ง","FALSE","Pular","Bahasa Pular","Bahasa Pular","TRUE","Pular.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Punjabi","ਪੰਜਾਬੀ","پن٘جابی","pa","Keyboard_isis_gurmukhi","true","","","punjabi","punjabi","punjabi","TRUE","Punjabi","Punjabi","Punjabi","TRUE","Punjabi","Punjabi","Punjabi","TRUE","פנג'אבי","","פנג'אבי","TRUE","البنجابية","البنجابية","البنجابية","FALSE","पंजाबी","","पंजाबी","FALSE","পাঞ্জাবি","পাঞ্জাবি","পাঞ্জাবি","TRUE","ପଞ୍ଜାବୀ","","ପଞ୍ଜାବୀ","FALSE","","FALSE","Punjabi","Bahasa Punjab","Bahasa Punjab","TRUE","панджаби","пенджаби","пенджаби","TRUE","旁遮普","","旁遮普","FALSE","Punjabi","","Punjabi","FALSE","Punjabi","Kipunjabi","Kipunjabi","TRUE","ፑንጃቢ","","ፑንጃቢ","FALSE","ปัญจาบ","","ปัญจาบ","FALSE","Punjabi.","Bahasa Punjabi","Bahasa Punjabi","TRUE","Punjabi","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Quechua","Runa Simi","","qu","Keyboard_european","","","","quechua","quechua","quechua","TRUE","Quechua","Quechua","Quechua","TRUE","Quechua","Quechua","Quechua","TRUE","קצ'ואה","","קצ'ואה","TRUE","الكيشوا","الكيشوا","الكيشوا","FALSE","क्वेशुआ","","क्वेशुआ","FALSE","কেচুয়া","কেচুয়া","কেচুয়া","TRUE","Quechua","","Quechua","FALSE","","FALSE","Quechua","Bahasa Quechua","Bahasa Quechua","TRUE","кечуа","","кечуа","TRUE","克丘亚语","","克丘亚语","FALSE","Quechua","","Quechua","FALSE","Quechua","Kikwechua","Kikwechua","TRUE","ኬችዋ","","ኬችዋ","FALSE","quechua","","quechua","FALSE","Quechua.","Bahasa Quechua","Bahasa Quechua","TRUE","Quechua","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rakhine (Arakanese)"," ra.hkuing bhasa","ရခိုင်ဘာသာ","rki","","","","","Rakhine (Arakanese)","","Rakhine (Arakanese)","FALSE","Rakhine (Arakanese)","Arakanês","Arakanês","TRUE","Rakhine (Arakanese)","","Rakhine (Arakanese)","FALSE","ראכין (Arakanese)","","ראכין (Arakanese)","FALSE","راخين (Arakanese)","","راخين (Arakanese)","FALSE","राखिने (Arakanese)","","राखिने (Arakanese)","FALSE","রাখাইন (আরাকান)","রাখিনে (আরাকানিজ)","রাখিনে (আরাকানিজ)","TRUE","Rakhine (Arakanese)","","Rakhine (Arakanese)","FALSE","","FALSE","Rakhine (Arakan)","Bahasa Rakhine (Arakan)","Bahasa Rakhine (Arakan)","TRUE","Rakhine (араканцев)","араканский","араканский","TRUE","若开邦（阿拉干）","","若开邦（阿拉干）","FALSE","Rakhine (Arakanese)","","Rakhine (Arakanese)","FALSE","Rakhine (Arakanese)","Rakhine (Arakanese)","Rakhine (Arakanese)","TRUE","Rakhine (Arakanese)","","Rakhine (Arakanese)","FALSE","Rakhine (Arakanese)","","Rakhine (Arakanese)","FALSE","Rakhine (Arakanese)","Bahasa Rakhine (Arakan)","Bahasa Rakhine (Arakan)","TRUE","Rakhine (Arakanese)","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Romanian","limba română","","ron","","","","","rumano","","rumano","FALSE","romena","Romeno","Romeno","TRUE","roumain","","roumain","FALSE","רומנית","","רומנית","FALSE","روماني","","روماني","FALSE","रोमानियाई","","रोमानियाई","FALSE","রোমানিয়ন","রোমানিয়ন","রোমানিয়ন","TRUE","ରୋମାନିୟ","","ରୋମାନିୟ","FALSE","","FALSE","Rumania","Bahasa Rumania","Bahasa Rumania","TRUE","румынский","","румынский","TRUE","罗马尼亚","","罗马尼亚","FALSE","Romanian","","Romanian","FALSE","Kiromania","Kiromania","Kiromania","TRUE","ሮማንያን","","ሮማንያን","FALSE","ภาษาโรมาเนีย","","ภาษาโรมาเนีย","FALSE","Bahasa Romania","Bahasa Romania","Bahasa Romania","TRUE","Romanian","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Romansh","aka Rumantsch","","rm","","","","","romansh","","romansh","FALSE","Romanche","Romanche","Romanche","TRUE","romanche","","romanche","FALSE","רומאנש","","רומאנש","FALSE","الرومانش","","الرومانش","FALSE","रोमांश","","रोमांश","FALSE","রোমান্স","রোমান্জ ","রোমান্জ ","TRUE","ରୋମାନସ୍","","ରୋମାନସ୍","FALSE","","FALSE","Romansh","Bahasa Romansh","Bahasa Romansh","TRUE","ретороманский диалект","","ретороманский диалект","TRUE","罗曼什","","罗曼什","FALSE","Romansh","","Romansh","FALSE","Kiromanshi","Kirumi","Kirumi","TRUE","ሮማንሽ","","ሮማንሽ","FALSE","romansh","","romansh","FALSE","Romansh.","Bahasa Romansh","Bahasa Romansh","TRUE","Romansh.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Russian","русский","язык","ru","Keyboard_russian","true","","","ruso","ruso","ruso","TRUE","russo","Russo","Russo","TRUE","russe","Russe","Russe","TRUE","רוּסִי","רוסית","רוסית","TRUE","الروسية","الروسية","الروسية","FALSE","रूसी","","रूसी","FALSE","রাশিয়ান","রূশ","রূশ","TRUE","Russian","","Russian","FALSE","","FALSE","Rusia","Bahasa Rusia","Bahasa Rusia","TRUE","русский","","русский","TRUE","俄语","","俄语","FALSE","Rasha","","Rasha","FALSE","russian","Kirusi","Kirusi","TRUE","ራሺያኛ","","ራሺያኛ","FALSE","ชาวรัสเซีย","","ชาวรัสเซีย","FALSE","Rusia.","Bahasa Rusia","Bahasa Rusia","TRUE","Ruso","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sambal","Sambali","","sbl","","","","","sambal","","sambal","FALSE","sambal","Sambal","Sambal","TRUE","Sambal","","Sambal","FALSE","sambal","","sambal","FALSE","سامبال","","سامبال","FALSE","संबल","","संबल","FALSE","Sambal,","সমবল","সমবল","TRUE","Sambal","","Sambal","FALSE","","FALSE","Sambal","Bahasa Sambal","Bahasa Sambal","TRUE","Sambal","самбал","самбал","TRUE","叁峇","","叁峇","FALSE","Sambal","","Sambal","FALSE","Sambal","Sambal","Sambal","TRUE","Sambal","","Sambal","FALSE","ซัมบัล","","ซัมบัล","FALSE","Sambal.","Bahasa Sambal","Bahasa Sambal","TRUE","Sambbal.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sango","jáŋɡá tí sāŋɡō","","sag","","","","","Sango","","Sango","FALSE","Sango","Sango","Sango","TRUE","Sango","","Sango","FALSE","סאנגו","","סאנגו","FALSE","سانغو","","سانغو","FALSE","सांगो","","सांगो","FALSE","সাঙ্গো","সাঙ্গো","সাঙ্গো","TRUE","Sango","","Sango","FALSE","","FALSE","Sango","Bahasa Sango","Bahasa Sango","TRUE","Санго","санго","санго","TRUE","三乡","","三乡","FALSE","Sango","","Sango","FALSE","Sango","Sango","Sango","TRUE","ሳንጎ","","ሳንጎ","FALSE","Sango","","Sango","FALSE","Sango.","Bahasa Sango","Bahasa Sango","TRUE","Sango.","","","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
